2024-04-24 10:19:25+02:00,79777,
2024-04-24 10:19:48+02:00,77423,
2024-04-24 10:20:10+02:00,73319,5092
2024-04-24 10:20:30+02:00,69702,5092
2024-04-24 10:20:53+02:00,68231,4591

2024-04-25 11:36:09+02:00,64000,3500
2024-04-25 11:36:09+02:00,64000,3500
